service_id,customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
1465,4763-PGDPO,Yes,No,Fiber optic,No,No,No,No,No,No
1466,4283-IVYCI,Yes,No,DSL,Yes,No,No,Yes,No,Yes
1467,1866-OBPNR,Yes,No,Fiber optic,No,Yes,No,No,No,No
1468,8205-MQUGY,Yes,No,DSL,Yes,No,No,No,No,No
1469,8970-ANWXO,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
1470,9480-BQJEI,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
1471,5394-SVGJV,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1472,6979-TNDEU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1473,9777-WJJPR,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
1474,9283-LZQOH,Yes,Yes,Fiber optic,No,No,No,No,No,No
1475,7079-QRCBC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1476,9495-SKLKD,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1477,6048-UWKAL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
1478,5067-DGXLL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1479,5469-CTCWN,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1480,9851-QXEEQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1481,6281-FKEWS,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
1482,8898-KASCD,No,No phone service,DSL,No,No,Yes,Yes,No,No
1483,9242-TKFSV,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1484,9290-SHCMB,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
1485,0743-HNPFG,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
1486,2277-BKJKN,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
1488,5208-HFSBT,Yes,No,DSL,No,Yes,No,Yes,No,No
1489,5035-PGZXH,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1490,8695-WDYEA,Yes,No,DSL,Yes,No,No,No,No,No
1491,6543-JXSOO,Yes,No,DSL,Yes,Yes,No,Yes,No,No
1492,8016-ZMGMO,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No
1493,8605-ITULD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1494,3254-YRILK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
1495,6416-YJTTB,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
1496,2667-WYLWJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1497,4472-VESGY,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
1498,3195-TQDZX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1499,3128-YOVTD,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
1500,0529-ONKER,Yes,Yes,Fiber optic,No,No,No,No,No,No
1501,1728-CXQBE,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1502,7041-TXQJH,No,No phone service,DSL,No,No,Yes,No,No,Yes
1503,5014-GSOUQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1504,5724-BIDBU,Yes,Yes,DSL,Yes,No,No,No,No,No
1505,0481-SUMCB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1506,1769-GRUIK,Yes,No,Fiber optic,No,No,No,No,No,No
1507,5240-IJOQT,Yes,Yes,Fiber optic,No,No,No,No,No,No
1508,8819-WFGGJ,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
1509,7427-AUFPY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1510,2811-POVEX,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
1511,1092-GANHU,Yes,No,Fiber optic,No,No,Yes,No,No,No
1512,7898-PDWQE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
1513,9972-EWRJS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1514,9314-IJWSQ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
1515,0661-XEYAN,No,No phone service,DSL,No,No,No,No,No,No
1516,5799-JRCZO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1517,1921-KYSAY,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
1518,6198-RTPMF,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1519,2924-KHUVI,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1520,1925-GMVBW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1521,7881-EVUAD,No,No phone service,DSL,Yes,Yes,No,No,No,Yes
1522,6184-DYUOB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1523,9207-ZPANB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
1524,5766-XQXMQ,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
1525,9327-QSDED,Yes,No,DSL,No,No,No,No,No,No
1526,1656-DRSMG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1527,3012-VFFMN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1528,2984-AFWNC,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
1529,0640-YJTPY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1530,8096-LOIST,Yes,No,DSL,No,No,No,No,No,Yes
1531,9764-REAFF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1532,3703-VAVCL,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
1533,7107-UBYKY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1534,4881-GQJTW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1535,8519-QJGJD,Yes,No,Fiber optic,No,No,Yes,No,No,No
1536,7876-DNYAP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1537,7905-NJMXS,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
1538,2882-WDTBA,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
1539,2091-GPPIQ,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
1540,6326-MTTXK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1541,5071-FBJFS,Yes,No,DSL,Yes,No,No,No,No,No
1542,2796-UUZZO,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
1543,2429-AYKKO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1544,9798-OPFEM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1545,0330-IVZHA,Yes,No,Fiber optic,No,No,No,No,No,No
1546,3794-NFNCH,Yes,No,DSL,No,No,Yes,No,No,No
1547,5193-QLVZB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1548,7114-AEOZE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1549,2886-KEFUM,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1550,5522-NYKPB,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
1551,4237-RLAQD,Yes,No,DSL,No,No,No,No,No,No
1552,9957-YODKZ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
1553,6518-KZXCB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1554,2245-ADZFJ,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
1555,7776-QGYJC,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
1556,9313-QOLTZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1557,9651-GTSAQ,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1558,3186-BAXNB,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
1559,4672-FOTSD,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
1560,0637-YLETY,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1640,8883-ANODQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
1561,9818-XQCUV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1562,7338-ERIVA,No,No phone service,DSL,Yes,No,No,Yes,Yes,No
1563,1157-BQCUW,Yes,Yes,Fiber optic,No,No,No,No,No,No
1564,8259-NFJTV,No,No phone service,DSL,Yes,No,No,Yes,No,No
1565,3223-DWFIO,Yes,No,Fiber optic,No,No,No,No,No,No
1566,2660-EMUBI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1567,6968-GMKPR,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
1568,4751-ERMAN,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
1569,1436-ZMJAN,Yes,No,DSL,No,No,Yes,No,Yes,Yes
1570,3292-PBZEJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1571,0799-DDIHE,Yes,No,DSL,No,No,No,No,No,No
1572,3070-FNFZQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1573,2812-SFXMJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1574,7675-OZCZG,Yes,No,DSL,No,No,No,No,No,No
1575,5014-WUQMG,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
1576,5312-TSZVC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1577,2003-CKLOR,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
1578,0993-OSGPT,Yes,No,DSL,No,Yes,Yes,Yes,No,No
1579,9254-RBFON,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
1580,1205-WNWPJ,Yes,No,DSL,No,No,No,Yes,Yes,No
1581,9391-EOYLI,Yes,No,Fiber optic,No,No,No,No,No,Yes
1582,7108-DGVUU,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
1583,2782-JEEBU,No,No phone service,DSL,No,Yes,No,Yes,No,No
1584,5127-BZENZ,Yes,Yes,DSL,Yes,No,No,No,Yes,No
1585,2720-FVBQP,Yes,Yes,DSL,No,No,No,No,No,No
1586,9906-NHHVC,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
1587,4522-XRWWI,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
1588,3766-EJLFL,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1589,5939-SXWHM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1590,8152-UOBNY,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
1591,7351-KYHQH,Yes,No,DSL,No,Yes,Yes,No,Yes,No
1592,7643-RCHXS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1593,8246-SHFGA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1594,8387-MOJJT,Yes,No,Fiber optic,No,No,No,No,Yes,No
1595,0620-XEFWH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1596,6485-QXWWE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1597,2761-OCIAX,Yes,No,Fiber optic,No,Yes,No,No,No,No
1598,7321-VGNKU,Yes,No,Fiber optic,No,No,No,No,No,No
1599,5327-CNLUQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
1600,7552-KEYGT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1601,5816-JMLGY,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
1602,3068-OMWZA,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
1603,2927-QRRQV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1604,6032-KRXXO,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
1605,7459-RRWQZ,Yes,Yes,DSL,Yes,No,No,No,No,Yes
1606,6265-SXWBU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1607,7941-RCJOW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1608,6374-NTQLP,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1609,4154-AQUGT,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes
1610,2387-KDZQY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1611,3584-WKTTW,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1612,3399-BMLVW,Yes,No,DSL,Yes,Yes,No,Yes,No,No
1613,1971-DTCZB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1614,3092-IGHWF,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
1615,3374-PZLXD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1616,3813-DHBBB,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes
1617,2812-REYAT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1618,6518-PPLMZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1619,4939-KYYPY,Yes,Yes,DSL,No,No,Yes,Yes,No,No
1620,8017-LXHFA,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
1621,5930-GBIWP,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
1622,6022-KOUQO,No,No phone service,DSL,No,No,No,Yes,No,No
1623,6352-TWCAU,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
1624,2361-UPSND,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
1625,6035-RIIOM,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1626,2929-QNSRW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1627,1262-OPMFY,Yes,No,Fiber optic,No,No,Yes,No,No,No
1628,9504-DSHWM,Yes,Yes,DSL,Yes,No,No,Yes,No,No
1629,5035-BVCXS,Yes,No,Fiber optic,No,Yes,No,No,No,No
1630,6267-DCFFZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
1631,3533-UVMOM,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
1632,2439-LYPMQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1633,4248-QPAVC,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
1634,1899-VXWXM,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1635,1478-VPOAD,Yes,No,DSL,No,No,No,No,No,No
1636,9995-HOTOH,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
1637,2988-PLAHS,Yes,No,DSL,No,No,Yes,No,Yes,Yes
1638,1371-OJCEK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1639,4999-IEZLT,No,No phone service,DSL,No,No,No,Yes,No,No
1641,4690-LLKUA,Yes,No,DSL,No,No,No,No,No,No
1642,2351-RRBUE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1643,5980-BDHPY,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1644,1498-DQNRX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1645,9469-WEJBT,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
1646,3331-HQDTW,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1647,9490-DFPMD,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
1648,2581-VKIRT,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
1649,5442-XSDCW,Yes,No,Fiber optic,No,No,No,No,Yes,No
1650,7426-WEIJX,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
1651,2851-MMUTZ,Yes,No,DSL,No,Yes,No,Yes,No,No
1652,3049-NDXFL,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1653,8580-AECUZ,Yes,No,Fiber optic,No,No,No,No,Yes,No
1654,3307-TLCUD,No,No phone service,DSL,Yes,No,Yes,No,No,No
1655,6625-FLENO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1656,2967-MXRAV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1657,7963-GQRMY,Yes,No,DSL,No,No,No,No,No,No
1658,8189-HBVRW,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
1659,4163-KIUHY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1660,1228-FZFRV,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1661,3500-NSDOA,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
1662,1171-TYKUR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1663,3761-FLYZI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1664,2058-DCJBE,Yes,No,Fiber optic,No,No,No,No,No,No
1665,5364-XYIRR,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1666,4829-AUOAX,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1667,1219-NNDDO,Yes,Yes,Fiber optic,No,No,No,No,No,No
1668,8388-DMKAE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1669,4403-BWPAY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1670,9659-QEQSY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1671,5405-ZMYXQ,Yes,Yes,Fiber optic,No,No,No,No,No,No
1672,5047-LHVLY,Yes,No,DSL,No,No,Yes,No,No,No
1673,1442-OKRJE,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1674,4737-AQCPU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
1675,9158-VCTQB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1676,2808-CHTDM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1677,6311-UEUME,Yes,No,Fiber optic,No,No,No,No,Yes,No
1678,0793-TWELN,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
1679,3283-WCWXT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1680,1060-ENTOF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
1681,0999-QXNSA,Yes,No,DSL,No,No,No,No,No,No
1682,5451-MHQOF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1683,4836-WNFNO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1684,9225-BZLNZ,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
1685,0354-VXMJC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1686,4422-QVIJA,Yes,Yes,DSL,No,No,No,No,No,No
1687,9365-SRSZE,Yes,No,Fiber optic,No,No,No,No,No,No
1688,6839-ITVZJ,Yes,Yes,DSL,No,Yes,No,Yes,No,No
1689,5504-WSIUR,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
1690,8332-OSJDW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1691,4735-BJKOU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1692,0274-JKUJR,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
1693,5740-YHGTW,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
1694,8917-SZTTJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1695,1696-MZVAU,No,No phone service,DSL,No,No,No,No,No,No
1696,7359-WWYJV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1697,0375-HVGXO,No,No phone service,DSL,No,No,No,No,Yes,No
1698,4906-ZHGPK,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
1699,8593-WHYHV,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1700,3795-GWTRD,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
1701,1298-PHBTI,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No
1702,6223-DHJGV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1703,6961-MJKBO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1704,6097-EQISJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1705,4423-YLHDV,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1706,8158-WPEZG,No,No phone service,DSL,No,Yes,No,Yes,No,No
1707,0107-YHINA,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1708,4918-FYJNT,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
1709,0727-BNRLG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
1710,4854-CIDCF,Yes,No,Fiber optic,No,No,Yes,No,No,No
1711,8640-SDGKB,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
1712,3280-MRDOF,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
1713,6435-SRWBJ,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
1714,9964-WBQDJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1715,6303-KFWSL,Yes,Yes,DSL,No,Yes,No,No,No,No
1716,1702-CCFNJ,Yes,Yes,DSL,No,Yes,No,Yes,No,No
1717,8932-CZHRQ,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
1718,0386-CWRGM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1719,5515-RUGKN,Yes,No,DSL,No,No,No,No,No,Yes
1720,0404-AHASP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1721,7279-NMVJC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1722,2081-VEYEH,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1723,6407-UTSLV,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
1724,4116-TZAQJ,Yes,No,Fiber optic,Yes,No,No,No,No,No
1725,9060-HJJRW,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
1726,2587-YNLES,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1727,7398-SKNQZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1728,5935-FCCNB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1729,1958-RNRKS,Yes,Yes,DSL,No,No,No,No,No,No
1730,5136-RGMZO,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
1731,8345-MVDYC,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
1732,8226-BXGES,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
1733,3877-JRJIP,Yes,Yes,DSL,No,No,No,No,Yes,No
1734,8375-DKEBR,Yes,No,Fiber optic,No,No,No,No,No,No
1735,9705-IOVQQ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1736,1015-OWJKI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1737,7511-YMXVQ,No,No phone service,DSL,No,No,No,No,Yes,Yes
1738,2040-XBAVJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1739,7551-JOHTI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1740,8887-IPQNC,Yes,No,DSL,No,No,No,No,No,No
1741,8646-JCOMS,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
1742,9804-ICWBG,Yes,No,Fiber optic,No,No,No,No,No,No
1743,1222-KJNZD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1744,0106-GHRQR,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
1745,5318-IXUZF,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
1746,3768-VHXQO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1747,8952-WCVCD,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1748,2418-TPEUN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1749,3963-RYFNS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1750,3198-VELRD,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1751,8540-ZQGEA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1752,1320-REHCS,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1753,4137-JOPHL,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
1754,9436-ZBZCT,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No
1755,7801-CEDNV,Yes,No,DSL,Yes,No,No,No,No,No
1756,2057-BOYKM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
1757,3658-QQJYD,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
1758,1803-BGNBD,Yes,No,DSL,No,Yes,No,Yes,No,No
1759,0134-XWXCE,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
1760,6950-TWMYB,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
1761,5848-FHRFC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1762,2243-FNMMI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1763,2511-MORQY,Yes,Yes,DSL,No,No,Yes,No,No,No
1764,5356-KZCKT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1765,9470-XCCEM,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
1766,6519-CFDBX,Yes,No,DSL,No,No,No,No,No,No
1767,3902-MIVLE,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
1768,0409-WTMPL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1769,8763-KIAFH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1770,3669-WHAFY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1771,3055-VTCGS,Yes,No,DSL,No,No,Yes,No,No,Yes
1772,3144-KMTWZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1773,7279-BUYWN,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1774,7156-MHUGY,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
1775,7198-GLXTC,Yes,No,Fiber optic,No,No,No,No,Yes,No
1776,2007-QVGAW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1777,5207-PLSTK,Yes,No,DSL,Yes,No,No,No,No,No
1778,2307-FYNNL,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1779,5605-XNWEN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1780,2155-AMQRX,Yes,Yes,DSL,No,No,No,Yes,No,No
1781,6181-AXXYF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
