churn_id,customer_id,churn
1027,7868-TMWMZ,No
1028,4822-RVYBB,Yes
1029,6732-FZUGP,No
1030,8436-BJUMM,Yes
1031,4184-TJFAN,Yes
1032,8329-GWVPJ,No
1033,1352-VHKAJ,No
1034,4145-UQXUQ,Yes
1035,2632-TACXW,No
1036,8146-QQKZH,No
1037,1767-CJKBA,No
1038,6445-TNRXS,No
1039,4581-LNWUM,No
1040,4869-EPIUS,No
1041,9948-YPTDG,Yes
1042,1236-WFCDV,Yes
1043,1915-OAKWD,No
1044,7296-PIXQY,No
1045,4883-QICIH,Yes
1046,3354-OADJP,No
1047,3524-WQDSG,No
1048,0810-DHDBD,No
1049,4026-SKKHW,No
1050,2829-HYVZP,No
1051,8329-IBCTI,Yes
1052,1271-SJBGZ,Yes
1053,3845-JHAMY,No
1054,7013-PSXHK,No
1055,5669-SRAIP,Yes
1056,5981-ITEMU,Yes
1057,3486-NPGST,No
1058,6941-PMGEP,Yes
1059,1624-WOIWJ,Yes
1060,2074-GKOWZ,Yes
1061,0376-YMCJC,Yes
1062,6100-FJZDG,No
1063,4829-ZLJTK,No
1064,1730-VFMWO,No
1065,7143-BQIBA,No
1066,3800-LYTRK,No
1067,0634-SZPQA,Yes
1068,9646-NMHXE,No
1069,7030-NJVDP,No
1070,5536-RTPWK,Yes
1071,8883-GRDWQ,No
1072,6166-ILMNY,Yes
1073,3097-NNSPB,Yes
1074,7771-ZONAT,No
1075,0655-RBDUG,Yes
1076,2111-DWYHN,No
1077,4194-WHFCB,No
1078,4121-AGSIN,No
1079,4361-BKAXE,Yes
1080,9845-PEEKO,No
1081,0455-XFASS,No
1082,0301-KOBTQ,No
1083,1751-NCDLI,No
1084,4367-NUYAO,No
1085,9878-TNQGW,Yes
1086,9170-ARBTB,No
1087,4441-NIHPT,Yes
1088,8999-BOHSE,Yes
1089,7241-AJHFS,No
1090,7029-RPUAV,Yes
1091,4546-FOKWR,No
1092,9036-CSKBW,No
1093,5832-TRLPB,No
1094,8590-YFFQO,No
1095,8659-IOOPU,No
1096,1338-CECEE,No
1097,7439-DKZTW,No
1098,4646-QZXTF,No
1099,4607-CHPCA,Yes
1100,9742-XOKTS,No
1101,6921-OZMFH,No
1102,9578-FOMUK,No
1103,4712-UYOOI,No
1104,8824-RWFXJ,Yes
1105,7722-CVFXN,No
1106,8717-VCTXJ,No
1107,7363-QTBIW,No
1108,4159-NAAIX,No
1109,0971-QIFJK,No
1110,9397-TZSHA,No
1111,3391-JSQEW,No
1112,0343-QLUZP,No
1113,9763-PDTKK,Yes
1114,2176-LVPNX,No
1115,7627-JKIAZ,Yes
1116,3312-UUMZW,No
1117,1271-UODNO,No
1118,8461-EFQYM,No
1119,6900-RBKER,No
1120,6891-JPYFF,No
1121,1459-QNFQT,No
1122,1047-NNCBF,No
1123,3696-XRIEN,No
1124,4081-DYXAV,Yes
1125,0074-HDKDG,No
1126,8791-GFXLZ,No
1127,8111-SLLHI,Yes
1128,0927-LCSMG,Yes
1129,9330-DHBFL,No
1130,0098-BOWSO,No
1131,3452-ABWRL,No
1132,5859-HZYLF,No
1133,8257-RZAHR,Yes
1134,5293-WXJAK,Yes
1135,3156-QLHBO,No
1136,2208-NQBCT,No
1137,1779-PWPMG,No
1138,6621-NRZAK,No
1139,0831-JNISG,No
1140,0774-IFUVM,No
1141,3082-WQRVY,No
1142,9553-DLCLU,No
1143,1641-BYBTK,No
1144,2460-NGXBJ,No
1145,2446-ZKVAF,No
1146,0841-NULXI,Yes
1147,3522-CDKHF,No
1148,1430-SFQSA,No
1149,0411-EZJZE,No
1150,7851-WZEKY,Yes
1151,8844-TONUD,Yes
1152,8807-ARQET,No
1153,8992-CEUEN,No
1154,4320-QMLLA,No
1155,8777-PVYGU,No
1156,8292-ITGYJ,No
1157,6870-ZWMNX,No
1158,0621-CXBKL,No
1159,5268-DSMNQ,No
1160,5334-JLAXU,No
1161,4086-YQSNZ,Yes
1162,6242-MBHPK,No
1163,5868-CZJDR,Yes
1164,9359-UGBTK,No
1165,0135-NMXAP,Yes
1166,4782-OSFXZ,No
1167,6479-OAUSD,No
1168,7129-ACFOG,No
1169,4189-NAKJS,No
1170,5562-BETPV,No
1171,1282-IHQAC,No
1172,9127-FHJBZ,No
1173,6270-OMFIW,Yes
1174,1641-RQDAY,No
1175,0107-WESLM,Yes
1176,6994-ORCWG,No
1177,1346-UFHAX,No
1178,3992-YWPKO,Yes
1179,2933-XEUJM,No
1180,0125-LZQXK,Yes
1181,5461-QKNTN,No
1182,4835-YSJMR,No
1183,8399-YNDCH,Yes
1184,3164-YAXFY,No
1185,0887-WBJVH,No
1186,4660-IRIBM,No
1187,5673-FSSMF,Yes
1188,7670-ZBPOQ,No
1189,8089-UZWLX,No
1190,0080-OROZO,No
1191,3916-NRPAP,No
1192,6807-SIWJI,No
1193,8221-HVAYI,No
1194,1579-KLYDT,Yes
1195,5232-NXPAY,No
1196,8967-SZQAS,No
1197,4468-KAZHE,No
1198,0455-ENTCR,No
1199,8944-AILEF,No
1200,5542-NKVRU,No
1201,7126-RBHSD,No
1202,5370-IIVVL,No
1203,6789-HJBWG,No
1204,3927-NLNRY,Yes
1205,9087-EYCPR,No
1206,6791-YBNAK,No
1207,6358-LYNGM,Yes
1208,6077-BDPXA,No
1209,0013-MHZWF,No
1210,5494-HECPR,Yes
1211,8268-YDIXR,No
1212,9824-BEMCV,Yes
1213,1373-ORVIZ,Yes
1214,4291-SHSBH,No
1215,6980-IMXXE,No
1216,9866-QEVEE,Yes
1217,9897-KXHCM,Yes
1218,0040-HALCW,No
1219,0784-GTUUK,No
1220,7979-CORPM,Yes
1221,2294-DMMUS,No
1222,0872-JCPIB,No
1223,3055-MJDSB,No
1224,9091-WTUUY,No
1225,1618-CFHME,Yes
1226,3165-HDOEW,Yes
1227,6581-NQCBA,Yes
1228,7115-IRDHS,No
1229,8496-DMZUK,No
1230,2040-VZIKE,No
1231,9068-VPWQQ,No
1232,0178-SZBHO,No
1233,0384-RVBPI,No
1234,1689-MRZQR,Yes
1235,1299-AURJA,No
1236,4525-VZCZG,No
1237,1543-LLLFT,No
1238,5835-BEQEU,Yes
1239,2788-CJQAQ,No
1240,5565-FILXA,Yes
1241,0319-QZTCO,No
1242,2120-SMPEX,No
1243,0096-FCPUF,No
1244,0668-OGMHD,No
1245,5552-ZNFSJ,Yes
1246,2223-KAGMX,Yes
1247,6507-ZJSUR,No
1248,9408-HRXRK,No
1249,5593-SUAOO,No
1250,7321-PKUYW,Yes
1251,2833-SLKDQ,Yes
1252,6766-HFKLA,No
1253,7595-EUIVN,Yes
1254,7617-EYGLW,No
1255,2026-TGDHM,Yes
1256,9220-ZNKJI,No
1257,4030-VPZBD,Yes
1258,2226-ICFDO,No
1259,0723-VSOBE,No
1260,5529-GIBVH,No
1261,4187-CINZD,Yes
1262,9992-UJOEL,No
1263,4741-WWJQZ,No
1264,6625-UTXEW,No
1265,6818-WOBHJ,Yes
1266,6244-BESBM,No
1267,1004-NOZNR,No
1268,1251-STYSZ,No
1269,2612-PHGOX,No
1270,2408-TZMJL,Yes
1271,8480-PPONV,No
1272,8780-IHCRN,No
1273,4598-ZADCK,No
1274,1257-SXUXQ,No
1275,9681-KYGYB,No
1276,7182-OVLBJ,No
1277,5095-ETBRJ,No
1278,7005-CYUIL,No
1279,4821-WQOYN,No
1280,4730-AWNAU,No
1281,3452-FLHYD,No
1282,2388-LAESQ,No
1283,9531-NSBMR,No
1284,6260-ONULR,No
1285,4389-UEFCZ,No
1286,8711-LOBKY,No
1287,9134-CEQMF,Yes
1288,8985-OOPOS,No
1289,8800-ZKRFW,No
1290,2616-FLVQC,No
1291,9968-FFVVH,No
1292,3108-PCCGG,No
1293,7993-PYKOF,Yes
1294,8390-FESFV,No
1295,3022-BEXHZ,No
1296,5027-XWQHA,Yes
1297,6248-TKCQV,No
1298,6729-GDNGC,No
1299,6198-ZFIOJ,No
1300,5989-OMNJE,No
1301,4566-QVRRW,Yes
1302,1291-CUOCY,No
1303,9795-SHUHB,No
1304,3230-IUALN,No
1305,0042-RLHYP,No
1306,8519-IMDHU,Yes
1307,4945-RVMTE,No
1308,0201-OAMXR,Yes
1309,1866-NXPSP,No
1310,3372-KWFBM,Yes
1311,7831-QGOXH,Yes
1312,6393-WRYZE,Yes
1313,3941-XTSKM,No
1314,1661-CZBAU,No
1315,6599-RCLCJ,Yes
1316,9831-BPFRI,Yes
1317,5158-RIVOP,No
1318,9788-YTFGE,No
1319,9277-JOOMO,No
1320,1907-YLNYW,No
1321,1725-MIMXW,Yes
1322,8947-YRTDV,No
1323,3161-ONRWK,No
1324,0114-RSRRW,No
1325,4565-NLZBV,No
1326,0031-PVLZI,Yes
1327,7206-GZCDC,Yes
1328,6682-VCIXC,No
1329,4791-QRGMF,Yes
1330,6475-VHUIZ,No
1331,3910-MRQOY,No
1332,0661-WCQNQ,No
1333,7537-RBWEA,No
1334,4656-CAURT,No
1335,0121-SNYRK,No
1336,1768-ZAIFU,Yes
1337,4671-LXRDQ,Yes
1338,3733-LSYCE,No
1339,6265-FRMTQ,No
1340,1934-SJVJK,Yes
1341,3838-OZURD,Yes
1342,1371-DWPAZ,No
1343,9269-CQOOL,Yes
1344,2017-CCBLH,No
1345,7690-KPNCU,No
1346,0536-BGFMZ,No
1347,2293-IJWPS,No
1348,2845-HSJCY,Yes
1349,5469-NUJUR,No
1350,1184-PJVDB,Yes
1351,2625-TRCZQ,No
1352,4102-HLENU,No
1353,7266-GSSJX,No
1354,7722-VJRQD,No
1355,7073-QETQY,No
1356,9415-DPEWS,Yes
1357,5624-RYAMH,No
1358,0196-JTUQI,No
1359,7130-YXBRO,No
1360,9272-LSVYH,No
1361,7943-RQCHR,Yes
1362,3793-MMFUH,Yes
1363,3249-ZPQRG,Yes
1364,2568-BRGYX,Yes
1365,3084-DOWLE,No
1366,1084-MNSMJ,No
1367,7721-JXEAW,Yes
1368,7249-WBIYX,Yes
1369,4238-HFHSN,No
1370,6250-CGGUN,No
1371,5478-JJVZK,No
1372,7596-IIWYC,No
1373,6567-HOOPW,Yes
1374,9793-WECQC,No
1375,4291-HPAXL,No
1376,8999-YPYBV,No
1377,1839-FBNFR,No
1378,3164-AALRN,Yes
1379,3071-MVJCD,No
1380,1697-BCSHV,No
1381,0562-KBDVM,No
1382,1131-SUEKT,No
1383,3717-OEAUQ,No
1384,4538-WNTMJ,No
1385,3334-CTHOL,Yes
1386,4704-ERYFC,Yes
1387,9432-RUVSL,No
1388,8060-HIWJJ,No
1389,7684-XSZIY,No
1390,9089-UOWJG,No
1391,8621-MNIHH,Yes
1392,8039-ACLPL,No
1393,9885-AIBVB,No
1394,1934-MKPXS,No
1395,2592-YKDIF,No
1396,2272-JKMSI,No
1397,0471-LVHGK,Yes
1398,9518-RWHZL,Yes
1399,8714-CTZJW,No
1400,3569-EDBPQ,No
1401,3131-NWVFJ,No
1402,7521-YXVZY,No
1403,5419-CONWX,Yes
1404,6240-EURKS,Yes
1405,2373-NTKOD,No
1406,1970-KKFWL,No
1407,6960-HVYXR,Yes
1408,9337-SRRNI,No
1409,0895-UADGO,No
1410,5678-VFNEQ,No
1411,5977-CKHON,No
1412,7024-OHCCK,Yes
1413,2692-BUCFV,No
1414,7861-UVUFT,Yes
1415,1830-GGFNM,No
1416,5302-BDJNT,No
1417,5223-UZAVK,No
1418,4859-ZSRDZ,No
1419,5651-WYIPH,No
1420,9350-VLHMB,No
1421,3498-LZGQZ,No
1422,8785-CJSHH,No
1423,5357-TZHPP,Yes
1424,3870-SPZSI,No
1425,0680-DFNNY,Yes
1426,7560-QRBXH,No
1427,7077-XJMET,No
1428,8752-GHJFU,No
1429,6896-SRVYQ,No
1430,7767-UXAGJ,Yes
1431,4652-ODEVH,No
1432,6510-UPNKS,No
1433,6718-BDGHG,No
1434,9046-DQMTP,No
1435,6439-LAJXL,No
1436,1571-SAVHK,Yes
1437,9052-VKDUW,No
1438,9546-CQJSU,Yes
1439,1666-JZPZT,No
1440,5777-KJIRB,No
1441,0506-LVNGN,Yes
1442,7677-SJJJK,No
1443,2480-EJWYP,No
1444,3253-HKOKL,No
1445,7055-HNEOJ,No
1446,5514-YQENT,No
1447,3211-AAPKX,No
1448,8445-DNBAE,No
1449,2951-QOQTK,Yes
1450,2958-NHPPS,No
1451,6806-YDEUL,No
1452,1735-XMJVH,No
1453,6890-PFRQX,No
1454,0222-CNVPT,No
1455,5899-OUVKV,No
1456,8681-ICONS,No
1457,1621-YNCJH,No
1458,3473-XIIIT,Yes
1459,6362-QHAFM,No
1460,7893-IXHRQ,Yes
1461,3070-BDOQC,No
1462,2952-QAYZF,Yes
1463,6234-PFPXL,No
1464,9824-QCJPK,No
1465,4763-PGDPO,Yes
1466,4283-IVYCI,No
1467,1866-OBPNR,No
1468,8205-MQUGY,No
1469,8970-ANWXO,No
1470,9480-BQJEI,No
1471,5394-SVGJV,Yes
1472,6979-TNDEU,No
1473,9777-WJJPR,No
1474,9283-LZQOH,Yes
1475,7079-QRCBC,Yes
1476,9495-SKLKD,No
1477,6048-UWKAL,No
1478,5067-DGXLL,No
1479,5469-CTCWN,Yes
1480,9851-QXEEQ,Yes
1481,6281-FKEWS,No
1482,8898-KASCD,No
1483,9242-TKFSV,No
1484,9290-SHCMB,No
1485,0743-HNPFG,No
1486,2277-BKJKN,No
1487,9809-IMGCQ,Yes
1488,5208-HFSBT,Yes
1489,5035-PGZXH,No
1490,8695-WDYEA,No
1491,6543-JXSOO,No
1492,8016-ZMGMO,No
1493,8605-ITULD,No
1494,3254-YRILK,Yes
1495,6416-YJTTB,No
1496,2667-WYLWJ,Yes
1497,4472-VESGY,No
1498,3195-TQDZX,No
1499,3128-YOVTD,No
1500,0529-ONKER,Yes
1501,1728-CXQBE,No
1502,7041-TXQJH,No
1503,5014-GSOUQ,No
1504,5724-BIDBU,No
1505,0481-SUMCB,No
1506,1769-GRUIK,No
1507,5240-IJOQT,Yes
1508,8819-WFGGJ,No
1509,7427-AUFPY,No
1510,2811-POVEX,No
1511,1092-GANHU,Yes
1512,7898-PDWQE,No
1513,9972-EWRJS,No
1514,9314-IJWSQ,No
1515,0661-XEYAN,Yes
1516,5799-JRCZO,No
1517,1921-KYSAY,No
1518,6198-RTPMF,No
1519,2924-KHUVI,No
1520,1925-GMVBW,No
1521,7881-EVUAD,Yes
1522,6184-DYUOB,No
1523,9207-ZPANB,No
1524,5766-XQXMQ,Yes
1525,9327-QSDED,No
1526,1656-DRSMG,No
1527,3012-VFFMN,No
1528,2984-AFWNC,No
1529,0640-YJTPY,No
1530,8096-LOIST,No
1531,9764-REAFF,No
1532,3703-VAVCL,Yes
1533,7107-UBYKY,No
1534,4881-GQJTW,No
1535,8519-QJGJD,Yes
1536,7876-DNYAP,No
1537,7905-NJMXS,No
1538,2882-WDTBA,No
1539,2091-GPPIQ,No
1540,6326-MTTXK,Yes
1541,5071-FBJFS,No
1542,2796-UUZZO,No
1543,2429-AYKKO,No
1544,9798-OPFEM,No
1545,0330-IVZHA,Yes
1546,3794-NFNCH,No
1547,5193-QLVZB,No
1548,7114-AEOZE,No
1549,2886-KEFUM,Yes
1550,5522-NYKPB,No
1551,4237-RLAQD,Yes
1552,9957-YODKZ,No
1553,6518-KZXCB,No
1554,2245-ADZFJ,No
1555,7776-QGYJC,No
1556,9313-QOLTZ,No
1557,9651-GTSAQ,Yes
1558,3186-BAXNB,Yes
1559,4672-FOTSD,No
1560,0637-YLETY,Yes
1561,9818-XQCUV,No
1562,7338-ERIVA,No
1563,1157-BQCUW,Yes
1564,8259-NFJTV,No
1565,3223-DWFIO,No
1566,2660-EMUBI,Yes
1567,6968-GMKPR,No
1568,4751-ERMAN,No
1569,1436-ZMJAN,No
1570,3292-PBZEJ,No
1571,0799-DDIHE,No
1572,3070-FNFZQ,No
1573,2812-SFXMJ,No
1574,7675-OZCZG,Yes
1575,5014-WUQMG,No
1576,5312-TSZVC,No
1577,2003-CKLOR,Yes
1578,0993-OSGPT,No
1579,9254-RBFON,Yes
1580,1205-WNWPJ,Yes
1581,9391-EOYLI,Yes
1582,7108-DGVUU,No
1583,2782-JEEBU,No
1584,5127-BZENZ,No
1585,2720-FVBQP,No
1586,9906-NHHVC,No
1587,4522-XRWWI,No
1588,3766-EJLFL,No
1589,5939-SXWHM,No
1590,8152-UOBNY,No
1591,7351-KYHQH,No
1592,7643-RCHXS,No
1593,8246-SHFGA,No
1594,8387-MOJJT,Yes
1595,0620-XEFWH,No
1596,6485-QXWWE,No
1597,2761-OCIAX,Yes
1598,7321-VGNKU,No
1599,5327-CNLUQ,No
1600,7552-KEYGT,No
1601,5816-JMLGY,No
1602,3068-OMWZA,Yes
1603,2927-QRRQV,No
1604,6032-KRXXO,Yes
1605,7459-RRWQZ,Yes
1606,6265-SXWBU,No
1607,7941-RCJOW,No
1608,6374-NTQLP,No
1609,4154-AQUGT,Yes
1610,2387-KDZQY,No
1611,3584-WKTTW,No
1612,3399-BMLVW,No
1613,1971-DTCZB,No
1614,3092-IGHWF,Yes
1615,3374-PZLXD,No
1616,3813-DHBBB,No
1617,2812-REYAT,No
1618,6518-PPLMZ,No
1619,4939-KYYPY,No
1620,8017-LXHFA,Yes
1621,5930-GBIWP,No
1622,6022-KOUQO,No
1623,6352-TWCAU,Yes
1624,2361-UPSND,No
1625,6035-RIIOM,No
1626,2929-QNSRW,Yes
1627,1262-OPMFY,Yes
1628,9504-DSHWM,No
1629,5035-BVCXS,No
1630,6267-DCFFZ,No
1631,3533-UVMOM,No
1632,2439-LYPMQ,No
1633,4248-QPAVC,Yes
1634,1899-VXWXM,Yes
1635,1478-VPOAD,No
1636,9995-HOTOH,No
1637,2988-PLAHS,No
1638,1371-OJCEK,No
1639,4999-IEZLT,No
1640,8883-ANODQ,No
1641,4690-LLKUA,Yes
1642,2351-RRBUE,No
1643,5980-BDHPY,No
1644,1498-DQNRX,No
1645,9469-WEJBT,No
1646,3331-HQDTW,Yes
1647,9490-DFPMD,Yes
1648,2581-VKIRT,No
1649,5442-XSDCW,Yes
1650,7426-WEIJX,No
1651,2851-MMUTZ,No
1652,3049-NDXFL,Yes
1653,8580-AECUZ,Yes
1654,3307-TLCUD,No
1655,6625-FLENO,No
1656,2967-MXRAV,No
1657,7963-GQRMY,Yes
1658,8189-HBVRW,No
1659,4163-KIUHY,No
1660,1228-FZFRV,Yes
1661,3500-NSDOA,No
1662,1171-TYKUR,No
1663,3761-FLYZI,No
1664,2058-DCJBE,Yes
1665,5364-XYIRR,Yes
1666,4829-AUOAX,Yes
1667,1219-NNDDO,No
1668,8388-DMKAE,No
1669,4403-BWPAY,No
1670,9659-QEQSY,No
1671,5405-ZMYXQ,No
1672,5047-LHVLY,Yes
1673,1442-OKRJE,No
1674,4737-AQCPU,No
1675,9158-VCTQB,Yes
1676,2808-CHTDM,No
1677,6311-UEUME,Yes
1678,0793-TWELN,No
1679,3283-WCWXT,No
1680,1060-ENTOF,No
1681,0999-QXNSA,No
1682,5451-MHQOF,No
1683,4836-WNFNO,No
1684,9225-BZLNZ,No
1685,0354-VXMJC,No
1686,4422-QVIJA,No
1687,9365-SRSZE,No
1688,6839-ITVZJ,Yes
1689,5504-WSIUR,No
1690,8332-OSJDW,No
1691,4735-BJKOU,No
1692,0274-JKUJR,No
1693,5740-YHGTW,No
1694,8917-SZTTJ,No
1695,1696-MZVAU,No
1696,7359-WWYJV,No
1697,0375-HVGXO,Yes
1698,4906-ZHGPK,No
1699,8593-WHYHV,Yes
1700,3795-GWTRD,No
1701,1298-PHBTI,No
1702,6223-DHJGV,No
1703,6961-MJKBO,No
1704,6097-EQISJ,Yes
1705,4423-YLHDV,Yes
1706,8158-WPEZG,No
1707,0107-YHINA,Yes
1708,4918-FYJNT,No
1709,0727-BNRLG,No
1710,4854-CIDCF,No
1711,8640-SDGKB,Yes
1712,3280-MRDOF,No
1713,6435-SRWBJ,No
1714,9964-WBQDJ,No
1715,6303-KFWSL,No
1716,1702-CCFNJ,No
1717,8932-CZHRQ,No
1718,0386-CWRGM,No
1719,5515-RUGKN,No
1720,0404-AHASP,No
1721,7279-NMVJC,No
1722,2081-VEYEH,No
1723,6407-UTSLV,No
1724,4116-TZAQJ,Yes
1725,9060-HJJRW,No
1726,2587-YNLES,No
1727,7398-SKNQZ,No
1728,5935-FCCNB,No
1729,1958-RNRKS,No
1730,5136-RGMZO,No
1731,8345-MVDYC,No
1732,8226-BXGES,No
1733,3877-JRJIP,Yes
1734,8375-DKEBR,Yes
1735,9705-IOVQQ,No
1736,1015-OWJKI,No
1737,7511-YMXVQ,Yes
1738,2040-XBAVJ,No
1739,7551-JOHTI,Yes
1740,8887-IPQNC,No
1741,8646-JCOMS,No
1742,9804-ICWBG,Yes
1743,1222-KJNZD,No
1744,0106-GHRQR,No
1745,5318-IXUZF,Yes
1746,3768-VHXQO,No
1747,8952-WCVCD,No
1748,2418-TPEUN,No
1749,3963-RYFNS,No
1750,3198-VELRD,Yes
1751,8540-ZQGEA,No
1752,1320-REHCS,No
1753,4137-JOPHL,No
1754,9436-ZBZCT,Yes
1755,7801-CEDNV,No
1756,2057-BOYKM,No
1757,3658-QQJYD,No
1758,1803-BGNBD,No
1759,0134-XWXCE,No
1760,6950-TWMYB,No
1761,5848-FHRFC,No
1762,2243-FNMMI,No
1763,2511-MORQY,No
1764,5356-KZCKT,No
1765,9470-XCCEM,No
1766,6519-CFDBX,No
1767,3902-MIVLE,No
1768,0409-WTMPL,No
1769,8763-KIAFH,No
1770,3669-WHAFY,No
1771,3055-VTCGS,No
1772,3144-KMTWZ,No
1773,7279-BUYWN,Yes
1774,7156-MHUGY,Yes
1775,7198-GLXTC,Yes
1776,2007-QVGAW,No
1777,5207-PLSTK,No
1778,2307-FYNNL,No
1779,5605-XNWEN,No
1780,2155-AMQRX,No
1781,6181-AXXYF,No
1782,5091-HFAZW,No
1783,0516-VRYBW,Yes
1784,2519-LBNQL,No
1785,8623-ULFNQ,No
1786,8380-PEFPE,Yes
1787,5687-DKDTV,Yes
1788,1568-LJSZU,No
1789,7530-HDYDS,Yes
1790,7789-HKSBS,No
1791,7416-CKTEP,No
1792,2586-CWXVV,No
1793,3096-IZETN,Yes
1794,2348-KCJLT,No
1795,8401-EMUWF,No
1796,4193-IBKSW,No
1797,5377-NDTOU,No
1798,5922-ABDVO,Yes
1799,2474-LCNUE,No
1800,0839-QNXME,No
1801,3506-OVLKD,No
1802,9172-ANCRX,Yes
1803,6650-VJONK,No
1804,2178-PMGCJ,No
1805,7492-TAFJD,No
1806,2773-MADBQ,No
1807,6016-LVTJQ,No
1808,7860-KSUGX,No
1809,8966-KZXXA,No
1810,6910-HADCM,Yes
1811,4816-LXZYW,Yes
1812,9606-PBKBQ,Yes
1813,5149-QYTTU,No
1814,2070-XYMFH,No
1815,2085-BOJKI,No
1816,0817-HSUSE,No
1817,5442-PPTJY,No
1818,1927-QEWMY,No
1819,1663-MHLHE,No
1820,5663-QBGIS,No
1821,4450-MDZFX,No
1822,6701-DHKWQ,No
1823,7554-AKDQF,No
1824,3536-IQCTX,Yes
1825,4911-BANWH,Yes
1826,8496-EJAUI,Yes
1827,0794-YVSGE,No
1828,5423-BHIXO,No
1829,6908-VVYHM,No
1830,2959-EEXWB,No
1831,1839-UMACK,No
1832,3030-YDNRM,No
1833,7321-KKSDU,No
1834,3402-XRIUO,No
1835,3132-TVFDZ,Yes
1836,8286-AFUYI,No
1837,8080-DDEMJ,Yes
1838,8356-WUAOJ,No
1839,6365-MTGZX,Yes
1840,1349-WXNGG,Yes
1841,8058-DMYRU,No
1842,9350-ZXYJC,No
1843,6990-YNRIO,Yes
1844,8958-JPTRR,No
1845,6959-GQEGV,No
1846,3173-WSSUE,No
1847,1265-HVPZB,No
1848,4115-UMJFQ,No
1849,7369-TRPFD,No
1850,1098-KFQEC,No
1851,7190-XHTWJ,No
1852,0621-TWIEM,Yes
1853,3537-RYBHH,No
1854,2485-ITVKB,Yes
1855,3669-OYSJI,Yes
1856,1612-EOHDH,Yes
1857,6702-OHFWR,Yes
1858,5296-BFCYD,No
1859,4510-PYUSH,Yes
1860,9359-JANWS,No
1861,7517-SAWMO,Yes
1862,4143-HHPMK,Yes
1863,8183-ONMXC,Yes
1864,3279-DYZQM,No
1865,7054-LGEQW,Yes
1866,0523-VNGTF,No
1867,9575-IWCAZ,No
1868,7105-MXJLL,No
1869,7064-FRRSW,No
1870,7940-UQQUG,No
1871,0923-PNFUB,Yes
1872,3961-SXAXY,No
1873,7010-BRBUU,No
1874,3566-HJGPK,No
1875,3062-ICYZQ,No
1876,9938-PRCVK,No
1877,0973-KYVNF,No
1878,5129-HHMZC,No
1879,9637-CDTKZ,No
1880,3946-JEWRQ,No
1881,7873-CVMAW,No
1882,0463-WZZKO,No
1883,3494-JCHRQ,Yes
1884,6474-FVJLC,Yes
1885,4524-QCSSM,No
1886,5832-EXGTT,No
1887,8840-DQLGN,Yes
1888,2039-JONDJ,No
1889,7217-JYHOQ,No
1890,6695-FRVEC,No
1891,4547-LYTDD,Yes
1892,9894-QMIMJ,No
1893,8069-YQQAJ,No
1894,6770-XUAGN,Yes
1895,4193-ORFCL,Yes
1896,1636-NTNCO,No
1897,3466-WAESX,No
1898,9281-PKKZE,No
1899,3638-VBZTA,No
1900,7459-IMVYU,No
1901,7776-QWNFX,Yes
1902,6689-TCZHQ,Yes
1903,8563-OYMQY,No
1904,0754-EEBDC,No
1905,5777-ZPQNC,No
1906,1951-IEYXM,No
1907,3318-NMQXL,No
1908,3143-ILDAL,Yes
1909,1022-RKXDR,No
1910,2361-FJWNO,No
1911,2272-UOINI,No
1912,8232-UTFOZ,No
1913,3750-YHRYO,No
1914,6637-KYRCV,No
1915,5668-MEISB,No
1916,0129-QMPDR,No
1917,7188-CBBBA,No
1918,5356-CSVSQ,No
1919,3221-CJMSG,No
1920,4720-VSTSI,Yes
1921,3219-JQRSL,No
1922,2801-NISEI,No
1923,3946-MHCZW,Yes
1924,4623-ZKHLY,No
1925,6732-VAILE,No
1926,8201-AAXCB,No
1927,7696-CFTAT,No
1928,1845-CSBRZ,No
1929,2123-VSCOT,No
1930,6651-AZVTJ,Yes
1931,4566-GOLUK,Yes
1932,2484-DGXPZ,Yes
1933,2018-QKYGT,No
1934,2792-VPPET,No
1935,7409-JURKQ,No
1936,3247-MHJKM,No
1937,1964-SVLEA,No
1938,4587-NUKOX,Yes
1939,7297-DVYGA,No
1940,2239-CGBUZ,No
1941,0854-UYHZD,No
1942,7243-LCGGZ,No
1943,8267-KFGYD,No
1944,4890-VMUAV,No
1945,9261-WDCAF,No
1946,3764-MNMOI,No
1947,7442-YGZFK,No
1948,0420-BWTPW,Yes
1949,8229-BUJHX,No
1950,8466-PZBLH,No
1951,9614-RMGHA,Yes
1952,8735-IJJEG,No
1953,0564-MUUQK,No
1954,5054-IEXZT,Yes
1955,5834-ASPWA,Yes
1956,0701-RFGFI,No
1957,0019-EFAEP,No
1958,5619-PTMIK,No
1959,3737-XBQDD,No
1960,5882-CMAZQ,No
1961,5846-QFDFI,No
1962,4445-KWOKW,No
1963,3511-APPBJ,No
1964,7967-HYCDE,No
1965,2430-RRYUW,No
1966,3948-XHGNA,Yes
1967,3723-BFBGR,No
1968,0565-IYCGT,Yes
1969,5447-WZAFP,No
1970,5110-CHOPY,No
1971,5445-UTODQ,Yes
1972,4425-OWHWB,No
1973,7892-QVYKW,No
1974,9675-ICXCT,No
1975,1024-VRZHF,Yes
1976,4703-MQYKT,No
1977,9497-QCMMS,Yes
1978,5692-ICXLW,No
1979,0602-DDUML,No
1980,2208-MPXIO,No
1981,1960-UYCNN,No
1982,0348-SDKOL,Yes
1983,3190-FZATL,No
1984,7336-RLLRH,No
