billing_id,customer_id,tenure,monthly_charges,total_charges
2577,5327-CNLUQ,48,96.9,4473.45
2578,7552-KEYGT,27,19.55,520.55
2579,5816-JMLGY,70,80.4,5717.85
2580,3068-OMWZA,1,88.8,88.8
2581,2927-QRRQV,46,94.65,4312.5
2582,6032-KRXXO,30,90.25,2755.35
2583,7459-RRWQZ,15,64.65,994.55
2584,6265-SXWBU,69,95.75,6511.25
2585,7941-RCJOW,65,19.55,1218.65
2586,6374-NTQLP,72,104.1,7447.7
2587,4154-AQUGT,13,89.05,1169.35
2588,2387-KDZQY,17,20.1,279.5
2589,3584-WKTTW,51,111.55,5720.35
2590,3399-BMLVW,51,60.5,3121.45
2591,1971-DTCZB,72,90.95,6468.6
2592,3092-IGHWF,67,87.4,5918.8
2593,3374-PZLXD,34,19.7,675.6
2594,3813-DHBBB,67,50.95,3521.7
2595,2812-REYAT,49,20.05,923.1
2596,6518-PPLMZ,53,19.4,1110.35
2597,4939-KYYPY,27,59.45,1611.65
2598,8017-LXHFA,23,94.75,2293.6
2599,5930-GBIWP,69,81.5,5553.25
2600,6022-KOUQO,2,29.05,44.75
2601,6352-TWCAU,35,86.45,3029.1
2602,2361-UPSND,46,70.6,3231.05
2603,6035-RIIOM,54,97.2,5129.45
2604,2929-QNSRW,56,98.25,5508.35
2605,1262-OPMFY,9,75.75,655.9
2606,9504-DSHWM,20,59.2,1191.2
2607,5035-BVCXS,11,75.9,866.4
2608,6267-DCFFZ,30,90.05,2627.2
2609,3533-UVMOM,68,70.95,4741.45
2610,2439-LYPMQ,38,102.6,4009.2
2611,4248-QPAVC,17,85.35,1463.45
2612,1899-VXWXM,48,106.1,5082.8
2613,1478-VPOAD,1,43.8,43.8
2614,9995-HOTOH,63,59,3707.6
2615,2988-PLAHS,3,69.95,220.45
2616,1371-OJCEK,48,24.35,1133.7
2617,4999-IEZLT,66,29.45,1983.15
2618,8883-ANODQ,68,84.4,5746.75
2619,4690-LLKUA,17,45.05,770.6
2620,2351-RRBUE,7,20.65,134.05
2621,5980-BDHPY,72,87.1,6230.1
2622,1498-DQNRX,29,19.85,573.05
2623,9469-WEJBT,37,90.35,3419.3
2624,3331-HQDTW,34,109.8,3587.25
2625,9490-DFPMD,42,84.65,3541.35
2626,2581-VKIRT,59,65.5,3801.3
2627,5442-XSDCW,11,79.5,868.5
2628,7426-WEIJX,60,80.95,4859.1
2629,2851-MMUTZ,27,56.15,1439.35
2630,3049-NDXFL,1,85.8,85.8
2631,8580-AECUZ,1,79.1,79.1
2632,3307-TLCUD,17,34.4,592.75
2633,6625-FLENO,58,20.75,1185.95
2634,2967-MXRAV,1,18.8,18.8
2635,7963-GQRMY,3,44.3,134.5
2636,8189-HBVRW,53,90.8,4921.2
2637,4163-KIUHY,35,25.6,901.25
2638,1228-FZFRV,50,105.95,5341.8
2639,3500-NSDOA,68,70.8,4859.95
2640,1171-TYKUR,47,25.4,1139.2
2641,3761-FLYZI,65,108.8,7082.45
2642,2058-DCJBE,5,69.75,324.6
2643,5364-XYIRR,51,94.65,4812.75
2644,4829-AUOAX,46,96.05,4399.5
2645,1219-NNDDO,9,76.85,663.55
2646,8388-DMKAE,8,20.25,174.65
2647,4403-BWPAY,14,24.8,321.7
2648,9659-QEQSY,45,115.65,5125.5
2649,5405-ZMYXQ,8,74.6,548.9
2650,5047-LHVLY,1,50.15,50.15
2651,1442-OKRJE,66,103.15,7031.3
2652,4737-AQCPU,72,72.1,5016.65
2653,9158-VCTQB,41,113.6,4594.95
2654,2808-CHTDM,23,25.1,611.45
2655,6311-UEUME,29,78.9,2384.15
2656,0793-TWELN,4,80.15,319.85
2657,3283-WCWXT,6,25.4,153.3
2658,1060-ENTOF,67,105.4,7035.6
2659,0999-QXNSA,7,45.75,344.2
2660,5451-MHQOF,56,24.45,1431.65
2661,4836-WNFNO,72,25,1849.2
2662,9225-BZLNZ,72,85.25,6083.1
2663,0354-VXMJC,23,19.6,426.65
2664,4422-QVIJA,35,50.15,1655.35
2665,9365-SRSZE,27,70.55,1943.9
2666,6839-ITVZJ,26,60.05,1616.15
2667,5504-WSIUR,70,90.25,6385.95
2668,8332-OSJDW,12,26.4,314.95
2669,4735-BJKOU,40,20.15,804.85
2670,0274-JKUJR,7,58.85,465.7
2671,5740-YHGTW,70,97.55,6669.05
2672,8917-SZTTJ,60,19.65,1161.75
2673,1696-MZVAU,39,25.25,947.75
2674,7359-WWYJV,72,114.45,8375.05
2675,0375-HVGXO,1,34.7,34.7
2676,4906-ZHGPK,54,70.7,3770
2677,8593-WHYHV,3,85.3,264.8
2678,3795-GWTRD,63,75.55,4707.85
2679,1298-PHBTI,71,84.8,6152.4
2680,6223-DHJGV,42,20.65,958.1
2681,6961-MJKBO,47,20.45,943
2682,6097-EQISJ,66,102.45,6615.15
2683,4423-YLHDV,21,104.4,2200.25
2684,8158-WPEZG,11,35.65,425.1
2685,0107-YHINA,1,99.75,99.75
2686,4918-FYJNT,55,90.45,5044.8
2687,0727-BNRLG,69,97.65,6743.55
2688,4854-CIDCF,3,73.85,196.4
2689,8640-SDGKB,4,74.4,299.7
2690,3280-MRDOF,30,69.1,2093.9
2691,6435-SRWBJ,5,82.75,417.75
2692,9964-WBQDJ,71,24.4,1725.4
2693,6303-KFWSL,29,55.25,1620.2
2694,1702-CCFNJ,52,61.35,3169.55
2695,8932-CZHRQ,68,76.75,5233.25
2696,0386-CWRGM,46,19.4,967.85
2697,5515-RUGKN,8,54.75,438.05
2698,0404-AHASP,72,19.7,1421.9
2699,7279-NMVJC,17,19.9,323.15
2700,2081-VEYEH,3,107.95,318.6
2701,6407-UTSLV,2,83.8,163.7
2702,4116-TZAQJ,9,74.25,639.65
2703,9060-HJJRW,51,56.4,2928.5
2704,2587-YNLES,6,20.1,100.35
2705,7398-SKNQZ,3,94.9,273.2
2706,5935-FCCNB,17,94.2,1608.15
2707,1958-RNRKS,30,49.9,1441.95
2708,5136-RGMZO,31,71.05,2168.15
2709,8345-MVDYC,45,81.65,3618.7
2710,8226-BXGES,64,89.45,5692.65
2711,3877-JRJIP,1,59.85,59.85
2712,8375-DKEBR,1,69.6,69.6
2713,9705-IOVQQ,61,99,5969.3
2714,1015-OWJKI,1,19.05,19.05
2715,7511-YMXVQ,9,45.4,418.8
2716,2040-XBAVJ,72,114.45,8100.55
2717,7551-JOHTI,1,19.5,19.5
2718,8887-IPQNC,7,44.25,313.45
2719,8646-JCOMS,66,90.55,6130.95
2720,9804-ICWBG,1,69.9,69.9
2721,1222-KJNZD,40,20.4,745.3
2722,0106-GHRQR,16,71.4,1212.1
2723,5318-IXUZF,2,87.15,183.75
2724,3768-VHXQO,67,24.85,1583.5
2725,8952-WCVCD,41,104.45,4162.05
2726,2418-TPEUN,56,19.8,1119.9
2727,3963-RYFNS,72,116.45,8013.55
2728,3198-VELRD,3,84.75,264.85
2729,8540-ZQGEA,54,20.05,1102.4
2730,1320-REHCS,52,110.75,5832
2731,4137-JOPHL,50,89.7,4304.5
2732,9436-ZBZCT,14,89.95,1178.4
2733,7801-CEDNV,27,48.7,1421.75
2734,2057-BOYKM,72,96.6,6827.5
2735,3658-QQJYD,62,74.3,4698.05
2736,1803-BGNBD,12,54.3,654.5
2737,0134-XWXCE,44,74.85,3268.05
2738,6950-TWMYB,54,79.95,4362.05
2739,5848-FHRFC,68,20.05,1386.9
2740,2243-FNMMI,20,19.4,415.4
2741,2511-MORQY,50,54.9,2614.1
2742,5356-KZCKT,58,24.45,1513.6
2743,9470-XCCEM,35,89.65,3161.6
2744,6519-CFDBX,2,45.4,80.95
2745,3902-MIVLE,63,75.7,4676.7
2746,0409-WTMPL,58,110.65,6526.65
2747,8763-KIAFH,27,20.55,583.3
2748,3669-WHAFY,71,115.15,8078.1
2749,3055-VTCGS,63,58.55,3503.5
2750,3144-KMTWZ,71,93.25,6669.45
2751,7279-BUYWN,41,113.2,4689.5
2752,7156-MHUGY,13,90.5,1201.15
2753,7198-GLXTC,2,79,143.65
2754,2007-QVGAW,68,19.35,1292.65
2755,5207-PLSTK,1,48.75,48.75
2756,2307-FYNNL,65,109.05,7108.2
2757,5605-XNWEN,72,25,1802.55
2758,2155-AMQRX,28,54.9,1505.15
2759,6181-AXXYF,72,24.75,1859.1
2760,5091-HFAZW,2,91.15,168.5
2761,0516-VRYBW,18,20.15,390.85
2762,2519-LBNQL,60,104.35,6339.45
2763,8623-ULFNQ,26,66.05,1652.4
2764,8380-PEFPE,1,71.65,71.65
2765,5687-DKDTV,4,20.35,77.5
2766,1568-LJSZU,68,92.2,6392.85
2767,7530-HDYDS,38,84.25,3264.5
2768,7789-HKSBS,42,105.2,4599.15
2769,7416-CKTEP,57,19.6,1134.25
2770,2586-CWXVV,54,30.4,1621.35
2771,3096-IZETN,12,78.1,947.3
2772,2348-KCJLT,44,61.5,2722.2
2773,8401-EMUWF,42,69.4,3058.3
2774,4193-IBKSW,72,24.75,1769.6
2775,5377-NDTOU,71,91.05,6293.75
2776,5922-ABDVO,19,89.65,1761.05
2777,2474-LCNUE,23,73.65,1642.75
2778,0839-QNXME,30,19.4,578.5
2779,3506-OVLKD,35,26.2,954.9
2780,9172-ANCRX,10,98.7,973.25
2781,6650-VJONK,1,43.85,43.85
2782,2178-PMGCJ,22,69.7,1490.4
2783,7492-TAFJD,7,38.55,280
2784,2773-MADBQ,36,53.1,1901.25
2785,6016-LVTJQ,34,20.65,716.4
2786,7860-KSUGX,72,64.45,4720
2787,8966-KZXXA,36,25.1,930.95
2788,6910-HADCM,1,76.35,76.35
2789,4816-LXZYW,23,79.15,1676.95
2790,9606-PBKBQ,32,85,2642.05
2791,5149-QYTTU,71,95.15,6770.85
2792,2070-XYMFH,23,79.35,1835.3
2793,2085-BOJKI,17,96.65,1588.25
2794,0817-HSUSE,1,75.5,75.5
2795,5442-PPTJY,12,19.7,258.35
2796,1927-QEWMY,72,20.5,1502.25
2797,1663-MHLHE,1,19.2,19.2
2798,5663-QBGIS,72,98.35,6929.4
2799,4450-MDZFX,60,74.35,4453.3
2800,6701-DHKWQ,61,51.35,3244.4
2801,7554-AKDQF,6,45.65,323.45
2802,3536-IQCTX,32,85.3,2661.1
2803,4911-BANWH,31,86.55,2697.4
2804,8496-EJAUI,19,73.85,1424.5
2805,0794-YVSGE,72,20.3,1401.15
2806,5423-BHIXO,32,54.2,1739.6
2807,6908-VVYHM,65,90.65,5931
2808,2959-EEXWB,45,50.9,2333.85
2809,1839-UMACK,42,25.05,949.85
2810,3030-YDNRM,8,74.85,572.45
2811,7321-KKSDU,32,20.5,696.8
2812,3402-XRIUO,22,63.55,1381.8
2813,3132-TVFDZ,57,44.85,2572.95
2814,8286-AFUYI,1,47.95,47.95
2815,8080-DDEMJ,1,45.1,45.1
2816,8356-WUAOJ,1,45,45
2817,6365-MTGZX,24,96,2122.45
2818,1349-WXNGG,1,20.05,20.05
2819,8058-DMYRU,54,90.05,4931.8
2820,9350-ZXYJC,4,25.3,116.95
2821,6990-YNRIO,65,108.65,6937.95
2822,8958-JPTRR,56,24.3,1261.7
2823,6959-GQEGV,45,75.95,3273.8
2824,3173-WSSUE,71,19.7,1415.85
2825,1265-HVPZB,59,66.4,3958.2
2826,4115-UMJFQ,69,35.75,2492.25
2827,7369-TRPFD,19,18.8,279.2
2828,1098-KFQEC,55,19.4,1083
2829,7190-XHTWJ,38,19.3,755.5
2830,0621-TWIEM,10,45.55,402.6
2831,3537-RYBHH,47,67.45,3252
2832,2485-ITVKB,2,35.1,68.75
2833,3669-OYSJI,1,46.2,46.2
2834,1612-EOHDH,1,45.15,45.15
2835,6702-OHFWR,1,43.3,43.3
2836,5296-BFCYD,46,20.1,936.85
2837,4510-PYUSH,38,57.15,2250.65
2838,9359-JANWS,65,58.9,3857.1
2839,7517-SAWMO,19,73.2,1441.1
2840,4143-HHPMK,52,85.35,4338.6
2841,8183-ONMXC,2,80.75,159.45
2842,3279-DYZQM,71,19.45,1378.45
2843,7054-LGEQW,1,45.95,45.95
2844,0523-VNGTF,52,50.5,2566.3
2845,9575-IWCAZ,6,25.1,171
2846,7105-MXJLL,26,60.7,1597.4
2847,7064-FRRSW,48,99,4744.35
2848,7940-UQQUG,64,104.4,6721.6
2849,0923-PNFUB,3,83.75,247.25
2850,3961-SXAXY,1,44.05,44.05
2851,7010-BRBUU,72,24.1,1734.65
2852,3566-HJGPK,1,45.55,45.55
2853,3062-ICYZQ,51,93.8,4539.35
2854,9938-PRCVK,41,19.7,804.25
2855,0973-KYVNF,72,70.65,5011.15
2856,5129-HHMZC,43,86.45,3574.5
2857,9637-CDTKZ,72,114.1,8086.4
2858,3946-JEWRQ,47,95.2,4563
2859,7873-CVMAW,72,88.55,6362.35
2860,0463-WZZKO,3,20.75,67.1
2861,3494-JCHRQ,1,70.05,70.05
2862,6474-FVJLC,2,86,165.45
2863,4524-QCSSM,26,44.65,1156.55
2864,5832-EXGTT,29,60.2,1834.15
2865,8840-DQLGN,35,100.5,3653.35
2866,2039-JONDJ,27,55.45,1477.65
2867,7217-JYHOQ,24,70.3,1706.45
2868,6695-FRVEC,67,60.4,3953.7
2869,4547-LYTDD,16,72.65,1194.3
2870,9894-QMIMJ,23,55.8,1327.85
2871,8069-YQQAJ,14,31.1,419.7
2872,6770-XUAGN,1,21,21
2873,4193-ORFCL,1,45.1,45.1
2874,1636-NTNCO,4,50.95,207.35
2875,3466-WAESX,16,69.1,1083.7
2876,9281-PKKZE,46,43.95,2007.85
2877,3638-VBZTA,68,86.5,5882.75
2878,7459-IMVYU,38,69.95,2657.55
2879,7776-QWNFX,30,50.4,1527.5
2880,6689-TCZHQ,5,78.95,378.4
2881,8563-OYMQY,17,90.95,1612.2
2882,0754-EEBDC,4,19.9,76.65
2883,5777-ZPQNC,12,20.15,260.7
2884,1951-IEYXM,72,90.6,6441.85
2885,3318-NMQXL,3,92,266.8
2886,3143-ILDAL,56,94.45,5124.6
2887,1022-RKXDR,41,24.85,962.25
2888,2361-FJWNO,40,36,1382.9
2889,2272-UOINI,7,78.5,571.05
2890,8232-UTFOZ,69,19.95,1399.35
2891,3750-YHRYO,7,20.65,150
2892,6637-KYRCV,5,30.5,167.2
2893,5668-MEISB,72,106.1,7657.4
2894,0129-QMPDR,44,20.5,865.05
2895,7188-CBBBA,65,95.5,6153.85
2896,5356-CSVSQ,3,64.6,174.2
2897,3221-CJMSG,24,51.1,1269.6
2898,4720-VSTSI,44,84.8,3862.55
2899,3219-JQRSL,72,89.1,6352.4
2900,2801-NISEI,24,54.95,1348.5
2901,3946-MHCZW,1,50.9,50.9
2902,4623-ZKHLY,22,20.45,471.55
2903,6732-VAILE,70,85.95,5931.75
2904,8201-AAXCB,25,60.35,1404.65
2905,7696-CFTAT,37,19.8,726.1
2906,1845-CSBRZ,22,85.35,1961.6
2907,2123-VSCOT,59,72.1,4194.85
2908,6651-AZVTJ,49,99.8,4872.45
2909,4566-GOLUK,47,107.35,5118.95
2910,2484-DGXPZ,31,19.55,658.95
2911,2018-QKYGT,1,81.05,81.05
2912,2792-VPPET,3,20.5,76.95
2913,7409-JURKQ,53,111.8,5809.75
2914,3247-MHJKM,1,20.2,20.2
2915,1964-SVLEA,20,19.7,415.9
2916,4587-NUKOX,3,79.1,246.5
2917,7297-DVYGA,51,19.85,996.95
2918,2239-CGBUZ,51,60.5,3145.15
2919,0854-UYHZD,13,19.55,265.3
2920,7243-LCGGZ,1,20.9,20.9
2921,8267-KFGYD,1,21.05,21.05
2922,4890-VMUAV,63,71.5,4576.3
2923,9261-WDCAF,3,54.65,189.1
2924,3764-MNMOI,46,19.2,908.15
2925,7442-YGZFK,1,49.8,49.8
2926,0420-BWTPW,8,25.5,215.2
2927,8229-BUJHX,71,20.5,1500.95
2928,8466-PZBLH,67,104.6,6885.75
2929,9614-RMGHA,65,91.85,5940.85
2930,8735-IJJEG,14,50.2,668.85
2931,0564-MUUQK,20,95.5,1916.2
2932,5054-IEXZT,1,75.35,75.35
2933,5834-ASPWA,1,75.45,75.45
2934,0701-RFGFI,49,95.4,4613.95
2935,0019-EFAEP,72,101.3,7261.25
2936,5619-PTMIK,46,53.1,2459.8
2937,3737-XBQDD,24,84.85,2048.8
2938,5882-CMAZQ,5,34.25,163.55
2939,5846-QFDFI,33,88.6,2888.7
2940,4445-KWOKW,42,60.15,2421.6
2941,3511-APPBJ,23,99.95,2292.75
2942,7967-HYCDE,8,70.7,553.4
2943,2430-RRYUW,66,54.8,3465.7
2944,3948-XHGNA,24,49.55,1210.4
2945,3723-BFBGR,24,54.8,1291.3
2946,0565-IYCGT,69,78.6,5356.45
2947,5447-WZAFP,53,100.3,5200.8
2948,5110-CHOPY,60,53.6,3237.05
2949,5445-UTODQ,7,81.1,576.65
2950,4425-OWHWB,20,19.35,433.75
2951,7892-QVYKW,23,85.6,1868.4
2952,9675-ICXCT,72,80.8,5728.55
2953,1024-VRZHF,11,74.95,825.7
2954,4703-MQYKT,21,19.6,390.4
2955,9497-QCMMS,1,93.55,93.55
2956,5692-ICXLW,31,90.7,2845.15
2957,0602-DDUML,57,69.75,3894.4
2958,2208-MPXIO,45,20,886.4
2959,1960-UYCNN,10,95.25,1021.55
2960,0348-SDKOL,58,102.1,5885.4
2961,3190-FZATL,14,19.95,268.4
2962,7336-RLLRH,27,80.85,2204.35
2963,4373-MAVJG,14,90.9,1259
2964,8901-HJXTF,12,29.2,309.1
2965,7710-JSYOA,69,93.3,6398.05
2966,5419-KLXBN,25,89.15,2257.75
2967,3424-NMNBO,58,108.85,6287.25
2968,9885-MFVSU,35,46.35,1662.05
2969,4514-GFCFI,16,84.75,1350.15
2970,0607-MVMGC,45,78.75,3600.65
2971,3365-SAIGS,17,83.55,1329.15
2972,9828-AOQLM,1,45.7,45.7
2973,8022-BECSI,22,19.6,422.5
2974,8000-REIQB,1,69.95,69.95
2975,9993-LHIEB,67,67.85,4627.65
2976,0266-CLZKZ,67,105.65,6717.9
2977,7615-ESMYF,2,44.6,97.1
2978,3858-VOBET,23,74.95,1710.45
2979,7020-OZKXZ,9,75.5,637.4
2980,3977-QCRSL,5,20.15,117.95
2981,0017-DINOC,54,45.2,2460.55
2982,1447-PJGGA,57,95.25,5464.65
2983,8565-CLBZW,24,89.85,2165.05
2984,9139-WQQDY,49,100.45,4941.8
2985,0224-HJAPT,5,47.15,223.15
2986,8086-OVPWV,2,80.2,181.1
2987,9430-FRQOC,4,87.1,341.45
2988,7639-OPLNG,70,79.25,5731.85
2989,3074-GQWYX,5,75.9,357.75
2990,1492-QGCLU,53,85.7,4616.1
2991,6845-RGTYS,47,98.75,4533.7
2992,7328-OWMOM,31,20.1,589.25
2993,4418-LZMSV,13,61.8,750.1
2994,5155-AZQPB,28,49.9,1410.25
2995,8861-HGGKB,10,86.45,830.85
2996,1087-GRUYI,38,20.4,743.5
2997,7065-YUNRY,1,45.3,45.3
2998,7694-VLBWQ,67,104.1,7040.85
2999,2546-KZAAT,52,75.4,3865.45
3000,0181-RITDD,62,108.15,6825.65
3001,5989-PGKJB,16,86.25,1340.1
3002,4795-KTRTH,5,81,371.65
3003,8272-ONJLV,12,95.7,1184
3004,1488-PBLJN,72,116.85,8477.7
3005,0308-GIQJT,71,105.75,7382.85
3006,3778-FOAQW,24,20.15,456.85
3007,4452-ROHMO,15,19.6,331.6
3008,6481-OGDOO,67,90.6,6056.15
3009,3090-LETTY,2,60.95,134.6
3010,5349-AZPEW,5,25.05,125.5
3011,3753-TSEMP,15,88.15,1390.6
3012,8305-VHZBZ,1,20.2,20.2
3013,9720-JJJOR,41,60.3,2511.3
3014,8100-HZZLJ,43,63.95,2737.05
3015,8775-ERLNB,1,74.3,74.3
3016,8309-IEYJD,1,70.6,70.6
3017,9172-JITSM,26,90.8,2361.8
3018,6298-QDFNH,22,79.35,1730.35
3019,7398-HPYZQ,71,90.55,6404
3020,7359-SSBJK,64,70.2,4481
3021,3546-GHEAE,7,19.45,165.35
3022,7361-YPXFS,28,64.45,1867.6
3023,6557-BZXLQ,16,69.65,1043.3
3024,2550-QHZGP,7,19.5,128.6
3025,7519-JTWQH,69,110.5,7455.45
3026,2538-OIMXF,1,24.7,24.7
3027,8543-MSDMF,3,77.4,206.15
3028,9961-JBNMK,21,96.8,2030.3
3029,1170-SASML,69,85.4,5869.4
3030,4872-JCVCA,71,47.6,3377.8
3031,5346-BZCHP,69,19.4,1346.2
3032,2038-LLMLM,48,103.85,4946.05
3033,6173-ITPWD,47,83.35,4065
3034,9734-UYXQI,2,49.4,106.55
3035,1216-BGTSP,45,108.45,4964.7
3036,4138-NAXED,51,81,4085.75
3037,2189-UXTKY,22,79.2,1742.75
3038,0744-BIKKF,72,86.65,6224.8
3039,7483-IQWIB,37,92.95,3415.25
3040,5248-KWLAR,71,90.35,6325.25
3041,4958-GZWIY,7,48.7,340.25
3042,7996-MHXLW,66,25.15,1683.6
3043,7833-PKIHD,51,76.4,3966.3
3044,7061-OVMIM,30,19.55,608.5
3045,5153-RTHKF,34,85.35,2896.6
3046,1852-QSWCD,64,24.8,1514.85
3047,4832-VRBMR,65,103.15,6792.45
3048,9079-LWTFD,47,100.75,4669.2
3049,6356-ELRKD,1,95.6,95.6
3050,8624-GIOUT,49,59.75,2934.3
3051,3392-EHMNK,67,94.1,6302.8
3052,5986-WWXDV,39,19.35,779.2
3053,3061-BCKYI,14,19.9,283.75
3054,6179-GJPSO,43,108.15,4600.7
3055,7901-TBKJX,56,101.05,5594
3056,7228-PAQPD,14,59.1,772.85
3057,3177-LASXD,1,71.35,71.35
3058,7746-QYVCO,16,55.85,857.8
3059,5804-HYIEZ,70,106.05,7554.05
3060,9919-FZDED,72,84.1,5981.65
3061,5934-TSSAU,23,75.3,1702.9
3062,3486-KHMLI,21,24.7,467.15
3063,4897-QSUYC,1,20.15,20.15
3064,1084-UQCHV,1,69.75,69.75
3065,8290-YWKHZ,32,93.2,2931
3066,2955-BJZHG,17,80.85,1400.85
3067,3806-DXQOM,4,33.65,137.85
3068,6784-XYJAE,36,55.8,1941.5
3069,3933-DQPWX,50,39.7,1932.75
3070,6661-EIPZC,48,29.5,1423.05
3071,8957-THMOA,50,20.15,970.85
3072,2251-PYLPB,72,79.55,5810.9
3073,5555-RNPGT,10,24.8,223.9
3074,1057-FOGLZ,18,19.65,391.7
3075,9300-RENDD,1,79.95,79.95
3076,0761-AETCS,1,19.3,19.3
3077,8087-LGYHQ,9,94.05,811.65
3078,4137-BTIKL,2,90.75,174.75
3079,2190-BCXEC,40,78.85,3126.85
3080,6227-FBDXH,69,99.5,6841.45
3081,2153-MREFK,37,99.2,3754.6
3082,2911-WDXMV,18,80.55,1406.65
3083,7206-PQBBZ,11,70.2,834.7
3084,3106-ULWFW,8,85.2,627.4
3085,0925-VYDLG,3,75.25,242
3086,4547-FZJWE,55,59.45,3157
3087,7422-WNBTY,33,93.35,3092
3088,0842-IWYCP,46,44.95,2168.9
3089,3521-HTQTV,34,26.1,980.35
3090,3744-ZBHON,3,20.2,65.95
3091,3373-DIUUN,30,21.25,711.9
3092,8383-SGHJU,33,59.4,1952.8
3093,7607-QKKTJ,45,95,4368.85
3094,7707-PYBBH,40,61.9,2647.1
3095,8984-HPEMB,71,118.65,8477.6
3096,4349-GFQHK,1,54.35,54.35
3097,4139-DETXS,72,64.45,4528
3098,9779-DPNEJ,22,80.15,1790.65
3099,9805-FILKB,46,20.2,845.6
3100,5793-YOLJN,55,21,1210.3
3101,0673-IGUQO,1,20.45,20.45
3102,4123-FCVCB,12,75.85,854.45
3103,8819-IMISP,31,80.45,2429.1
3104,7802-EFKNY,5,24.95,100.4
3105,8311-UEUAB,67,75.5,5229.45
3106,5858-EAFCZ,1,44.45,44.45
3107,8035-BUYVG,40,42.35,1716.45
3108,1163-ONYEY,41,74.55,3023.55
3109,9787-XVQIU,1,75.3,75.3
3110,8945-MUQUF,51,94.8,4837.6
3111,5656-MJEFC,42,48.15,2032.3
3112,6082-OQFBA,23,19.65,436.9
3113,8051-HJRLT,1,70.55,70.55
3114,8974-OVACP,1,20.15,20.15
3115,4010-YLMVT,56,106.6,5893.95
3116,1379-FRVEB,15,91,1430.05
3117,8612-GXIDD,12,25.4,313
3118,6288-CHQJB,54,69.95,3871.85
3119,8160-HOWOX,7,66.85,458.1
3120,3023-GFLBR,33,86.15,2745.7
3121,6648-INWPS,16,20.15,341.35
3122,4223-BKEOR,21,64.85,1336.8
3123,4079-VTGLK,30,74.85,2181.75
3124,1763-WQFUK,3,50.5,147.75
3125,1391-UBDAR,11,72.9,818.45
3126,8894-JVDCV,62,115.05,7133.45
3127,2023-VQFDL,18,19,348.8
3128,1345-GKDZZ,6,19.55,128.6
3129,2014-MKGMH,46,101.1,4674.4
3130,5628-FCGYG,21,84.1,1737.45
3131,2560-WBWXF,68,24.15,1498.85
3132,0248-IPDFW,1,50.1,50.1
3133,7978-DKUQH,25,74.6,1797.75
3134,4335-UPJSI,24,19.75,498.1
3135,0524-IAVZO,30,85,2624.25
3136,2737-YNGYW,2,80.55,184.1
3137,1784-EZDKJ,51,106.8,5498.8
3138,9297-FVVDH,57,84.5,4845.4
3139,8007-YYPWD,15,25.05,369.1
3140,7101-HRBLJ,72,83.7,6096.9
3141,5159-YFPKQ,2,75.8,160.75
3142,6635-CPNUN,28,96.6,2684.35
3143,4021-RQSNY,29,98.5,3004.15
3144,5453-YBTWV,70,101.1,6994.8
3145,5039-LZRQT,13,20.2,273.25
3146,2931-VUVJN,59,94.05,5483.9
3147,9061-TIHDA,13,95.25,1233.65
3148,8699-ASUFO,7,74.4,527.9
3149,6418-PIQSP,62,81,4985.9
3150,8220-OCUFY,21,60.25,1258.35
3151,3995-WFCSM,2,60.85,111.4
3152,1895-QTKDO,1,43.95,43.95
3153,2038-OEQZH,4,86.05,308.1
3154,1178-PZGAB,19,20.25,383.65
3155,7927-AUXBZ,30,85.15,2555.9
3156,2626-VEEWG,67,19.4,1284.2
3157,2878-RMWXY,72,102.65,7550.3
3158,1657-DYMBM,53,19.9,1110.05
3159,7311-MQJCH,5,19.55,99.6
3160,7375-WMVMT,71,95.5,6707.15
3161,1136-XGEQU,50,84.15,4164.4
3162,2530-FMFXO,56,103.2,5873.75
3163,6844-DZKRF,2,50.2,109.25
3164,4695-WJZUE,2,88.55,179.25
3165,7619-ODSGN,24,54.75,1338.15
3166,5970-GHJAW,46,19.95,862.4
3167,8879-XUAHX,71,116.25,8564.75
3168,3689-MOZGR,29,31.2,926.2
3169,4195-PNGZS,69,24.45,1718.2
3170,5003-XZWWO,71,84.2,5956.85
3171,3988-RQIXO,1,91.3,91.3
3172,7622-FWGEW,56,85.65,4824.45
3173,6922-NCEDI,56,21.2,1238.65
3174,2514-GINMM,1,79.5,79.5
3175,9891-NQDBD,28,25.55,672.2
3176,6131-IUNXN,19,20.2,382.2
3177,8548-AWOFC,66,63.85,4264.6
3178,9798-DRYDS,17,61.95,1070.7
3179,8532-UEFWH,52,25.75,1345.85
3180,6296-DDOOR,19,58.2,1045.25
3181,7951-VRDVK,36,85.85,3003.55
3182,5931-FLJJF,7,70.1,467.55
3183,4815-YOSUK,72,104.9,7537.5
3184,2659-VXMWZ,67,111.3,7482.1
3185,0380-NEAVX,34,99.85,3343.15
3186,3207-OYBWH,57,95.25,5427.05
3187,4285-GYRQC,7,86.25,587.1
3188,7216-EWTRS,1,100.8,100.8
3189,4365-MSDYN,8,19.55,161.15
3190,7036-TYDEC,69,104,7028.5
3191,5802-ADBRC,50,104.4,5232.9
3192,8076-FEZKJ,10,19.5,225.85
3193,5197-YPYBZ,12,25.25,274.7
3194,8337-MSSXB,14,86.3,1180.95
3195,4312-GVYNH,70,49.85,3370.2
3196,8495-LJDFO,64,108.95,7111.3
3197,0839-JTCUD,66,89.9,5958.85
